gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
FBXL13,-58.32997,-3.98888,-1.41661,13.20991,-5.00976,1.52165,-0.79528,-4.39783,-0.1158,-3.29331
FBXL14,16.3526,-0.90652,-6.99928,-0.52527,1.16744,0.90759,-1.13456,-1.11311,1.08093,-1.42591
FBXL15,0.69621,0.79711,-6.39954,-1.91201,-1.00362,4.51952,0.64049,-0.9939,-0.44379,-3.43318
FBXL16,-19.47787,-0.66297,-6.54122,-26.97288,1.99074,6.5451,3.96758,-3.68253,-4.23128,-13.20469
FBXL17,26.44156,-2.19382,-1.45409,2.0241,-1.42348,3.37033,1.42045,3.46423,-1.6395,-1.16523
FBXL18,23.80039,0.24558,3.50161,-0.6791,3.52249,2.87877,1.97931,-0.1297,-0.15431,-4.65598
FBXL19,41.70316,-3.62411,-5.45418,-3.11703,3.02354,3.5212,-0.4326,-0.41729,-1.99611,-0.8698
FBXL2,-3.3706,-0.61473,12.75532,-4.33066,1.25923,2.02548,-4.10758,-3.74628,-1.33163,-1.2973
FBXL20,33.47938,-2.09461,-6.51398,-1.49316,3.27298,6.80767,0.01878,0.85319,-2.85131,0.22128
FBXL3,45.89761,1.67519,-3.58904,3.60628,1.29693,1.20923,1.78973,0.75265,-0.60972,-0.244
FBXL4,33.0399,-1.90368,-5.51005,0.52186,0.23053,4.20379,0.63541,-0.12936,1.61577,-0.01175
FBXL5,51.36934,-2.86383,-0.41802,3.10059,-0.65917,2.62294,-0.23702,1.88153,-1.60154,0.83043
FBXL6,32.06736,2.72782,-5.72295,-0.30346,0.00641,2.87411,-1.13493,-0.31718,-0.56249,-2.1261
FBXL7,-89.79255,-68.01047,22.11239,4.88326,-12.15449,-0.92533,6.12524,14.73374,0.21164,-3.55331
FBXL8,-11.22765,3.63377,-3.2944,-0.80732,-0.38976,7.32729,-0.32226,2.39379,-1.52883,-4.15935
FBXO10,-14.13972,-11.23153,-6.83176,0.46721,-0.24376,2.65638,-1.23017,-1.85849,0.36854,-1.53769
FBXO11,56.963,-3.69869,-4.11964,-3.19301,2.47398,5.09751,-1.09453,0.12555,-0.07252,-0.14356
FBXO16,-38.20201,0.47959,-2.31123,-9.96593,-1.29856,-0.78761,-2.86356,-0.42964,5.35137,-2.54905
FBXO17,-11.99783,-22.19948,38.87763,-6.64482,2.46919,-0.62141,-17.20354,-7.99018,1.20881,0.37341
FBXO18,61.60143,-3.08544,-4.47563,0.84709,-0.04827,0.10042,-0.02488,1.05118,-0.60445,-0.5855
FBXO2,-34.13319,25.2031,13.6034,-12.13583,7.20187,5.96816,-19.00227,-2.99925,-9.28523,-7.52752
FBXO21,56.45998,-0.16326,-1.96804,-5.8089,-1.25794,-0.73467,2.1667,-1.00194,-0.22808,-0.85702
FBXO22,53.4586,-2.1272,-4.57682,-0.80313,-0.68815,0.66131,-0.70579,-0.88179,1.25054,-1.60454
FBXO25,24.31363,-1.92095,-6.49795,-4.22164,0.43779,5.42485,4.01045,1.13559,-1.23157,0.29999
FBXO27,-21.00953,10.74506,16.91722,-1.49831,13.77083,-7.75669,-15.18983,-7.10516,-5.01792,-6.98852
FBXO28,56.9079,1.47714,-2.34519,-0.62931,-0.08251,0.86243,-0.63837,0.79264,0.59442,-0.33021
FBXO3,44.19451,2.07238,-1.89533,0.98847,1.4474,0.42589,1.65477,1.59963,-0.21991,-0.90965
FBXO30,42.25036,-4.62698,-3.58348,0.92195,0.31445,-0.14092,0.39984,-0.93078,0.63551,-2.26598
FBXO31,38.50941,-1.72535,-5.65131,-0.23786,-0.65243,3.9875,0.56323,-0.48214,0.54287,-2.5775
FBXO32,14.15314,7.17006,16.26409,8.66621,3.33967,8.84142,12.51185,14.87018,-3.74806,-2.87999
FBXO33,20.79107,-0.18441,-6.02875,3.74808,0.38086,2.00487,-0.95765,0.10356,0.18017,-2.07152
FBXO34,44.64256,5.24847,-5.3035,0.40366,1.75184,-0.28247,1.28188,-0.70126,-0.64798,1.62331
FBXO36,-27.39155,0.8633,1.14299,-2.99149,-1.35542,3.83414,0.21593,1.03216,-2.06469,-2.84787
FBXO38,47.95279,-2.22002,-2.8261,3.2512,-0.19654,1.20781,2.05571,-0.46258,-0.09681,0.06864
FBXO4,0.61152,5.11653,-4.32796,9.68078,0.45213,2.12793,-2.19844,1.65683,-3.16306,-1.01669
FBXO41,30.89643,-5.83568,-15.72684,-0.18374,5.5778,6.04629,4.98793,-1.26763,0.83149,-0.27666
FBXO42,38.52246,-3.92136,-4.63266,0.17626,2.32481,1.34694,-0.5327,2.43332,-0.85662,0.99683
FBXO43,-35.98675,-19.40992,-5.40073,9.3349,3.1594,-0.4065,-10.86711,-5.06895,-2.49101,-2.1951
FBXO44,17.37114,-0.06017,2.87786,-3.69071,0.82131,4.58017,-8.46626,3.35074,-1.14625,-0.68393
FBXO45,51.75952,-0.51648,-5.47189,-1.34503,2.7875,-1.99642,2.71797,0.32357,1.17957,-2.00472
FBXO46,23.35641,0.32596,-9.27114,-0.35521,2.00995,3.54576,-1.48682,1.7631,-2.08098,-0.22595
FBXO48,-20.3998,-2.89461,-6.9543,5.09065,1.82599,3.71321,-0.03572,-1.87269,0.49837,-0.85801
FBXO5,42.49306,-7.36203,-5.41161,2.39869,0.11984,-3.39772,-0.87971,-1.65233,-0.60848,-0.67573
FBXO6,-21.07378,11.99285,0.42968,3.71587,-0.81667,2.92622,-10.80341,4.78506,-2.2391,-1.38664
FBXO7,70.10699,-4.72454,-2.47407,1.77296,1.10141,1.77721,2.0864,1.81554,2.21888,-0.72439
FBXO8,15.33742,-4.12741,-4.16493,-1.57891,-1.06289,0.49992,5.61361,-1.10706,-1.75735,-2.43323
FBXO9,59.35026,-1.52539,-3.6536,0.86844,0.44483,-1.25178,-0.52926,2.79518,-0.54549,-0.48694
FBXW11,69.1612,-3.66318,-0.09649,0.64314,0.53493,0.54012,0.25785,-1.47732,-1.37206,-0.33146
FBXW2,73.28738,-1.37857,-3.78532,-0.53341,2.99123,0.45971,1.79812,1.04139,-0.29578,-0.1698
FBXW4,31.80076,4.32312,-4.30656,1.69464,0.80278,2.58237,-1.42798,2.98733,-0.48882,0.58877
FBXW5,65.85229,0.26209,-1.42489,0.08385,-1.09637,2.60961,-1.58278,0.90045,-1.02339,-0.79649
FBXW7,32.60919,-1.5977,-9.0718,1.15611,2.74787,0.62576,3.00123,0.2793,-1.07248,-0.02485
FBXW8,35.02494,-5.37914,-4.41473,-1.54882,1.70412,2.91096,2.52223,0.34221,-1.60791,-0.99142
FBXW9,5.83015,0.34864,-2.93505,-0.07713,1.30903,-0.98639,0.52975,2.10021,-1.16812,-1.87648
FCER1A,-194.80076,4.58772,-10.73722,16.5845,-5.89412,-7.54029,-3.45169,-1.14924,2.44942,-5.73552
FCER1G,-116.45333,-9.66605,-12.86156,12.09759,-4.53409,9.30954,-5.54427,2.82205,2.89255,-0.75722
FCER2,-179.91305,0.50419,-22.95697,26.66239,4.03578,-5.51637,-8.59687,-2.11964,0.39281,-5.72591
FCF1,60.67749,0.78717,-0.86337,3.77253,2.53518,-3.44218,1.28595,-1.6734,0.94633,-1.26985
FCGBP,-61.31213,9.32402,-21.54077,-10.24369,-13.0441,14.79723,-5.97121,-2.00253,-2.68765,8.5042
FCGR1A,-160.81217,10.77563,-10.10054,18.40513,2.22985,-23.80592,-2.66251,4.4162,-3.82979,1.19498
FCGR2A,-108.03566,-9.03775,0.70282,27.84021,-4.30528,18.27659,-5.54188,16.73587,10.39879,7.32616
FCGR2B,-165.56183,-2.48336,-25.31838,32.31062,7.71829,-2.60176,-4.44029,10.78947,10.13132,-1.46661
FCGRT,-1.50459,-3.00853,-3.07482,-7.50683,-11.50238,17.27726,0.33618,-8.32739,-11.62875,26.19797
FCHO1,-19.93494,1.15111,-27.25147,4.64916,5.97119,1.01185,-9.44928,-12.29877,-5.01305,-3.02924
FCHO2,33.39364,8.08724,8.47234,-7.44212,-7.37548,0.4411,-0.41106,-1.63278,-0.50994,-2.72176
FCHSD1,21.8088,6.98317,4.07948,10.21436,-1.84015,2.33819,5.70553,-6.39383,-0.78876,-4.66045
FCHSD2,38.99059,-5.55042,-5.18301,2.99848,6.35638,2.71034,-0.98596,-3.86559,-4.03858,0.1051
FCMR,-80.8946,12.05554,3.12642,29.21027,8.09491,1.54838,6.22907,11.14595,0.20903,-8.12197
FCRL1,-183.41121,1.01077,-22.29797,29.0049,4.66782,-3.64402,2.07625,0.1648,0.43023,-5.85538
FCRL2,-130.97515,-3.39224,-20.36382,7.95085,8.40385,11.16909,-0.45401,0.58702,-2.58259,-6.63897
FCRL3,-181.57115,1.40867,-18.16206,24.13382,1.51306,-6.021,2.93901,-2.46283,0.83206,-8.0341
FCRL5,-153.09299,-2.85361,-17.56127,9.71365,7.37867,9.1904,1.12321,1.0883,-0.21809,-5.14524
FCRLA,-124.3168,-13.07538,-9.74656,42.97079,6.56213,3.62437,6.79759,16.79526,15.89255,-10.37953
FCRLB,-66.1758,-1.27126,-2.86949,19.84073,2.26033,2.27071,-1.21561,-1.55252,5.77053,-6.27919
FDCSP,-187.52636,4.34453,3.84115,12.06144,-2.49174,-3.77624,2.69434,0.62803,4.74244,-10.54371
FDFT1,90.33497,-1.4743,-8.85084,2.1469,-0.15531,-2.60133,2.92701,0.50309,0.34163,1.75253
FDPS,85.56197,-1.33185,-6.81756,0.55267,-0.44633,-2.97059,-0.2548,1.23383,-0.09688,2.21128
FDX1,28.499,2.32662,-4.86002,2.25062,-1.48178,0.39908,-2.74913,0.47356,1.60875,0.72664
FDX2,-41.50614,-0.26739,-0.63948,0.68004,-0.46175,2.47604,-2.38689,0.3661,-0.1646,-3.83153
FDXACB1,-36.70517,-1.4052,-9.41009,6.19301,-1.7757,1.1194,-1.96,-3.03781,0.21663,-3.90298
FDXR,22.47217,4.11555,-3.87582,-2.81433,3.4761,3.28667,-1.82469,-0.82046,4.16024,-3.04924
FECH,38.5807,-5.35977,-3.92359,-1.01147,-1.06102,-5.15519,-5.02791,2.60975,-0.03598,-1.57553
FEM1A,4.19053,-5.31469,-8.00376,-9.15579,6.32361,22.81179,-1.16904,1.27844,-2.77184,-5.10899
FEM1B,67.92941,-1.47984,-4.12025,-2.55219,5.51335,1.97249,3.28799,2.85555,0.38665,0.43376
FEM1C,40.51855,0.10947,-0.27757,3.60287,-1.6793,2.13864,1.16487,1.96608,-0.51854,-1.22745
FEN1,72.66111,-4.5853,-2.88665,3.79303,-0.19048,-8.96767,1.48616,-1.67462,1.94955,0.20891
FER,40.00629,-6.65392,5.43619,1.62811,3.1293,2.99963,0.36076,-2.87228,0.60066,-0.96956
FER1L6,-117.48708,19.19986,-4.29151,-2.5062,-6.833,9.74831,15.71456,0.79115,8.61041,2.68867
FERMT1,17.17353,41.25228,13.02064,2.12466,0.7614,6.55991,5.17735,-17.5361,11.98987,3.49962
FERMT2,41.67949,-21.17168,30.09869,-9.7109,2.82718,-10.18068,-8.21827,1.53048,-4.52483,-3.67429
FERMT3,-37.21417,-9.69834,-25.9807,24.52455,7.92496,0.43894,1.11981,-2.20488,1.83785,3.6757
FES,-71.30561,-3.26224,-18.98967,7.4796,4.17177,-2.37053,-0.05672,-2.43367,-3.0372,3.93339
FEV,-171.01196,-23.43671,-17.88656,-20.82374,0.17176,-0.01435,15.17472,-15.57505,-4.42621,-4.73931
FEZ1,-46.36799,-13.89178,22.48946,3.28347,21.91179,12.12635,4.62055,-7.17362,8.29333,-1.91898
FEZ2,51.56628,-2.46536,4.53954,3.30598,-2.71787,0.662,-2.075,-2.33786,0.45712,-1.57705
FEZF1,-144.9308,4.50627,-6.81834,-4.00916,-5.78025,8.51951,-2.1048,14.44902,22.80846,20.74176
FFAR4,-125.29853,31.05833,-14.46639,-7.81218,-13.73909,3.14385,3.15198,-2.11795,-5.31213,3.1458
FGA,-159.29223,16.78611,-0.71764,8.92565,-23.01152,-23.75639,-11.15394,-3.68781,2.01136,-4.29224
FGB,-147.18706,17.87938,0.31201,6.79188,-23.99915,-25.91338,-12.88528,-0.79447,1.40656,-2.5578
FGD1,12.20182,-19.0496,15.18917,-6.87978,3.3721,-6.34014,-5.79386,1.36973,-0.4613,-1.46203
FGD2,-102.76951,14.87995,-24.03385,16.14779,13.01117,10.46233,4.89588,-5.83274,-6.68591,1.01206
FGD3,-44.21614,35.07676,-34.92665,0.23254,24.29045,-7.10716,-2.22037,-1.78927,-1.62295,5.89001
FGD4,12.50165,14.86479,-2.4944,-12.25672,-1.20744,-0.51714,2.17829,-0.15027,4.58869,3.80338
FGD5,-118.76689,1.84896,-13.61072,-15.58485,-2.8953,0.8301,4.28376,3.08315,-7.49925,-3.54414
FGD6,36.88316,12.12987,4.82869,-7.44452,3.01839,-1.75405,-0.94245,-9.17304,-4.65594,-1.6231
FGF1,-86.39046,-8.25512,41.97232,14.67842,1.35431,0.31364,7.41599,-3.22658,-6.67811,-12.44766
FGF11,-72.69888,8.16628,-4.65858,-7.01249,15.54573,9.9268,-6.52661,-3.19704,-0.77106,-1.5634
FGF12,-79.45815,-0.47722,19.73461,-4.19018,5.36325,-10.25832,-6.0251,14.28694,9.49986,0.81365
FGF13,-52.30525,-11.32213,5.70095,-12.80335,4.06553,6.98925,10.79439,22.91265,14.7909,0.30257
FGF14,-114.77342,-25.06703,9.74821,-0.34389,3.7776,-3.83359,16.33118,-10.62513,4.88884,-0.53818
FGF18,-89.24282,4.99786,0.11282,-8.71625,-17.30514,8.9957,-12.08662,-10.57808,-5.82918,7.52928
FGF19,-125.93021,25.02025,-2.6795,-17.39302,-5.00998,10.5972,8.70725,-12.06179,5.13364,8.32608
FGF2,-9.78551,-30.73288,38.20244,6.10595,1.46655,-2.99204,-6.16473,-16.77277,6.97455,5.19858
FGF20,-165.99301,-0.03183,-3.47434,-3.00668,-13.37336,1.37836,-0.84679,-10.78125,3.35037,-4.21829
FGF5,-64.75567,-18.36858,28.81064,18.06907,-2.87675,5.93292,8.16917,-10.64895,-2.11071,-6.52233
FGF7,-83.16564,-9.70532,3.29229,3.90619,1.09248,-0.63572,8.02444,5.46871,1.72647,-3.85442
FGF9,-124.42282,8.44987,-18.75691,-3.72494,-11.80257,1.18027,-4.09244,-1.00115,7.66523,10.77586
FGFBP1,-61.06508,80.18595,19.36259,1.37256,19.80933,-9.68939,6.90428,-20.35774,10.977,3.88306
FGFBP2,-162.90609,-6.31183,2.2529,1.98615,-4.86214,1.11267,6.99766,11.29087,10.64512,-4.68011
FGFBP3,-44.41136,-4.39782,-10.5894,-5.29408,-1.71094,-0.63254,0.75294,-3.48409,3.20541,-5.28828
FGFR1,34.91871,-30.93397,20.97652,-4.84386,-9.42223,-6.18337,-14.68026,-2.69828,-8.76073,5.12207
FGFR1OP,30.14081,-2.33826,-5.41332,0.78607,-0.83456,1.74018,-0.55962,-1.83398,-0.85873,-0.48822
FGFR1OP2,49.50569,-1.42802,-3.82073,3.49759,1.86412,1.85419,-0.25045,-2.72344,0.39068,1.75751
FGFR2,-20.27117,26.89176,8.66267,-32.06849,15.42237,1.33797,4.08461,2.39033,-1.42963,6.26036
FGFR3,-0.08739,23.50809,5.23959,-22.79264,3.87333,5.47472,-6.26535,6.02367,5.82547,10.01929
FGFR4,4.4572,12.93951,-8.55312,-20.65472,-16.70192,-4.12871,-15.43042,3.70429,4.54788,-0.24586
FGFRL1,44.27889,5.76991,11.64314,5.03105,-13.9447,5.88173,-7.10984,6.19404,3.50231,6.07868
FGG,-141.11912,14.91369,3.0408,6.25591,-18.62455,-19.64286,-12.89748,5.72359,0.9482,-9.08551
FGGY,-13.31115,0.86864,3.49997,2.20747,-2.3328,-0.13534,-0.345,0.73102,0.78597,-2.88765
FGL1,-150.55249,-1.34807,-9.02161,-16.32842,-5.44736,-10.07206,8.97196,-13.28858,1.35973,-12.12721
FGL2,-138.80368,-4.70578,-15.60738,18.00735,-0.81425,3.577,1.749,4.68424,1.0673,0.85628
FGR,-143.45269,3.38624,-20.56442,30.46613,16.79825,5.63544,0.24143,6.5189,-5.24727,5.87224
FH,72.50872,-1.84021,-3.64174,-0.00415,0.51183,-5.2916,-0.53234,2.05504,1.78675,2.23784
FHAD1,-59.49972,6.45523,12.74866,-5.12212,-0.95862,7.88071,3.47564,0.20976,2.93871,-1.37388
FHDC1,-8.48006,22.12111,8.36558,-5.04073,0.54883,-3.55389,6.77607,14.01309,-0.16293,-2.58755
FHIT,-55.79516,-3.54397,-19.39365,-5.5815,-10.92282,4.41815,-0.56194,4.40681,1.852,-0.02478
FHL1,4.08802,-38.92595,30.71261,2.37237,8.46595,6.35575,-6.88076,-15.55985,-3.99831,4.8694
FHL2,49.47532,13.89775,29.08671,-0.76903,-11.78636,3.15033,2.82546,-7.55636,-0.43308,-6.84931
FHL3,4.86309,-3.90066,11.48696,-0.4077,-0.59184,9.00022,-3.18673,-1.05656,-2.26591,3.42162
FHOD1,45.52679,-3.95955,1.36267,5.56622,0.30697,-2.41553,-0.07096,3.59845,-1.8323,-3.9139
FHOD3,-8.30131,-8.95918,30.87908,7.62505,10.08213,-5.63905,10.42241,-15.48105,3.84927,-12.36353
FIBCD1,-46.6473,27.98281,26.01662,3.79712,-2.66126,9.79188,-7.65805,1.09553,-10.83505,-13.82625
FIBIN,-145.44047,-17.06866,20.17224,4.42047,0.99816,0.94373,9.51761,12.72603,-6.74509,2.85372
FIBP,57.11192,-1.19811,-2.09517,2.5573,0.73798,-4.21274,0.64669,-0.36152,-0.23509,-1.19264
FICD,-7.95205,0.31374,0.03804,4.40668,-5.62858,2.99684,-2.4598,3.17042,-1.6467,-2.43776
FIG4,18.49161,-2.23224,-4.47742,1.14295,-1.7423,0.81089,-1.65526,1.20836,-1.40128,-0.08007
FIGN,-20.03005,-17.94601,43.26403,-11.21351,12.26034,-24.35786,0.68167,-0.91223,-0.5297,2.87328
FIGNL1,45.47351,-0.24896,-5.55381,0.95534,1.25079,-6.44975,0.61519,-1.53124,1.28948,-0.24273
FILIP1,-89.38411,-14.91724,2.95809,0.27775,-2.03046,-8.08974,-3.54978,-2.31146,-1.96067,5.17641
FILIP1L,-39.81247,5.20735,16.82473,13.97125,-3.82488,6.22281,22.27272,-9.36719,-21.46734,8.99273
FIP1L1,58.2888,-2.91542,-5.53352,2.48454,1.28829,-1.58484,1.27965,0.07018,1.48294,0.0725
FIS1,53.41751,-0.44129,-3.5853,2.70581,-3.2641,-1.89574,2.11097,1.79251,1.79659,-0.20398
FITM2,26.1409,-0.76155,2.81954,0.48921,-2.96438,0.2479,-0.45194,4.48642,1.16418,-5.20102
FIZ1,16.33361,-2.82666,-4.97214,-2.3674,0.57739,0.9827,-0.55721,1.41684,-2.2652,-0.49339
FJX1,10.79345,-0.59666,22.95247,-7.78404,5.91397,0.63395,0.05039,-8.08872,-0.37304,-8.85416
FKBP10,54.88403,-17.32538,27.09075,-9.28951,-14.02939,-0.67715,2.62254,-4.29288,1.4646,-6.25103
FKBP11,29.47395,-3.38048,-6.20727,3.80105,-1.43767,0.55702,0.44837,-1.51165,5.38941,-0.4138
FKBP14,43.32444,-2.37132,6.89391,1.22563,0.63459,1.86811,0.6138,2.50177,1.03377,-2.0902
FKBP15,56.95371,-1.41443,-0.88462,5.27458,3.13564,0.91741,1.2496,1.12868,-0.04483,-0.76171
FKBP1A,99.05338,-3.82866,1.64556,5.75362,-0.48254,-2.06907,1.61597,-0.36972,1.42205,-0.80753
FKBP1B,-60.81833,-11.55275,10.11456,-9.18547,-1.25247,1.53249,-0.825,-13.18549,-0.42449,2.45941
FKBP1C,-54.32761,-2.26574,1.15507,6.70004,-1.01807,4.28232,-1.81025,0.33392,0.98205,-7.33836
FKBP2,44.50335,3.71556,0.63972,1.93571,-1.65218,-3.325,-0.10971,0.52022,0.16654,-1.60841
FKBP3,63.755,-1.73195,-2.39044,-1.24073,0.92413,-3.31305,0.14652,-0.85574,0.93921,-0.01127
FKBP4,94.93598,-1.08615,-5.41469,-5.08538,0.40238,-7.32134,-0.45643,0.13675,2.27009,-2.22453
FKBP5,42.30959,-9.99867,-16.11426,0.98249,2.16773,-6.95353,-1.25756,-6.82458,-2.15497,-1.01612
FKBP7,-13.76712,-23.8261,1.845,3.61037,-8.27532,2.33274,5.57941,0.87026,-0.79478,2.64207
FKBP8,87.89825,-4.79583,-3.16462,0.28936,1.19022,0.19667,-0.36228,0.87187,-2.28366,0.12389
FKBP9,70.27654,5.11074,24.51961,-10.76333,-10.10856,2.56374,1.56904,3.32611,4.87738,-0.05969
FKBPL,-3.81666,0.99331,-3.20356,1.62915,1.31525,-3.08191,-2.58845,2.83426,-0.23589,-3.46349
FKRP,21.76815,-3.20854,1.06842,2.68562,-0.47959,-1.11087,0.14676,-0.41736,0.83068,0.52178
FKTN,47.30993,-1.96646,-0.20917,-0.69493,-0.02202,3.53086,0.89047,-1.10879,0.33883,-0.46773
FLAD1,48.35542,-1.47631,-6.65057,-3.61303,0.26717,-4.20131,0.94828,1.03207,0.70995,-0.46579
FLCN,37.77617,-2.86389,-1.16125,2.98435,-1.04636,2.89777,-1.76282,1.86597,1.41871,-0.30144
FLG,-74.75378,5.89149,32.79498,22.64841,0.57661,-25.00158,-5.09049,-0.55699,13.33804,3.64103
FLI1,-80.25314,-32.97497,0.77526,55.72736,22.88957,6.67874,0.10846,-2.17344,-3.94159,24.09729
FLII,95.4628,5.36767,3.2377,4.39045,2.37233,-3.2577,-3.20829,-0.43648,-1.67499,-1.05009
FLNA,150.30133,-5.67842,15.37274,2.60616,-0.74345,-1.60511,-0.01068,1.3489,-2.63179,3.87174
FLNB,113.3235,10.17063,9.3499,0.39607,-5.14544,-0.38857,1.60425,-3.74694,-5.19907,0.35873
FLNC,6.45506,-20.65542,41.18537,-1.32561,-14.37128,7.69199,4.00687,-23.07652,-16.2087,13.64024
FLOT1,80.86236,-5.46334,4.08136,2.28188,-2.54363,-2.41244,2.5626,4.10574,-2.11545,-2.28912
FLOT2,71.96929,0.36028,-3.90416,0.25392,1.72873,-3.8087,-1.05706,0.8495,-0.39868,2.07152
FLRT1,-70.59239,-14.00786,-4.82622,-5.35486,2.20758,-0.51796,4.68587,2.46887,0.58724,2.4937
FLRT2,-17.73125,-17.95211,33.43216,-3.13663,16.50828,5.36297,3.89057,1.75465,13.14352,6.81446
FLRT3,-42.28917,4.37971,13.43174,-21.53759,-10.6079,-2.91233,10.57625,2.12014,14.71997,6.01722
FLT1,-95.03134,-12.1834,2.34887,8.61132,2.68917,8.17066,-2.46866,9.23196,10.89608,0.33326
FLT3,-139.03563,-0.13472,-22.50841,9.08739,6.74937,-2.84533,-27.98088,3.55984,-6.36068,13.64575
FLT3LG,-63.08744,-1.10771,-0.16661,12.74455,5.20294,7.43812,4.05855,1.26982,-4.43049,-2.89366
FLT4,-77.80583,-4.8879,-0.04169,-17.66236,8.07391,-5.33019,-22.96259,-6.30885,-1.39892,1.43095
FLVCR1,37.30625,0.59121,-8.70449,-5.3385,-0.85352,-1.54287,-0.21962,-2.12018,1.33663,-1.60523
FLVCR2,-50.78485,21.44375,4.39954,1.2584,-7.07166,-2.38859,-17.79347,8.38119,-2.02639,1.24266
FLYWCH1,48.43302,-2.25072,-0.79721,0.58084,3.40718,6.22902,-2.23726,0.41881,0.69614,-1.39914
FLYWCH2,17.30943,-2.7553,-0.95508,-0.72639,1.88913,1.74839,-2.07532,2.53129,-2.93988,-4.03361
FMC1,-12.99228,-5.95898,-7.77899,3.94327,-5.41702,-5.46785,-0.56081,0.7913,0.8389,-4.64066
FMN1,10.20363,7.33723,12.53934,1.8114,-13.10422,-1.16332,22.29795,4.99194,2.38739,-10.78549
FMN2,-100.54032,-50.05425,29.53966,-3.51874,-13.18836,-11.5082,7.70174,1.50427,0.51527,-10.38799
FMNL1,13.87798,-7.57872,-3.75383,19.6117,13.90029,-3.16762,-13.79304,-9.34212,-10.11708,2.49485
FMNL2,56.75465,-5.1809,14.48307,-6.30985,-4.49345,3.4947,-0.65943,-7.04979,7.52186,-0.64416
FMNL3,28.73511,-21.98699,2.43473,6.11173,-1.60347,7.3875,-2.1081,-2.85383,2.14338,-0.76685
FMO4,-52.93709,7.85737,-2.27107,9.72867,3.96868,6.00642,-2.66355,9.7736,5.08434,5.66317
FMO5,-54.56777,10.49571,-8.37255,4.62627,-10.12246,-3.35353,0.15316,6.45363,-2.10508,5.40333
FMOD,-125.0014,-9.91482,-6.44943,-4.52288,-16.57419,-3.68874,10.82923,12.89682,-7.21597,16.03139
FMR1,62.15221,0.46674,-2.89419,-0.80811,1.12296,-1.76904,0.85647,0.80461,-1.41333,2.08713
FN1,88.80948,-20.92907,53.13689,14.14535,-2.17301,-11.21124,7.72502,7.42179,-1.68808,16.43586
FN3K,-9.72379,0.80942,-4.53928,-13.94035,-5.29056,6.34271,-3.47064,-0.04071,-5.24227,0.27795
FN3KRP,48.03671,-1.4002,-0.40337,2.25919,-2.35959,-4.94787,1.9182,0.96913,-1.28225,0.21843
FNBP1,48.56362,-11.96229,-0.84812,0.77068,9.01392,-2.89309,-7.74307,0.53149,-5.70208,4.30572
FNBP1L,55.06835,5.92468,11.55374,-20.35491,-8.5953,-2.53007,1.52362,3.20524,-0.52928,0.4001
FNBP4,73.90158,-1.86258,-6.63977,0.65576,2.28781,2.24004,1.75766,-1.21408,-0.27452,1.73922
FNDC1,-139.75772,-14.84722,10.82862,6.15286,8.17947,-8.61478,-24.20295,7.89068,0.53447,8.63337
FNDC10,-27.73074,5.02463,6.72986,-28.3226,6.06056,-4.12759,-15.09529,3.18729,0.0078,-0.38514
FNDC11,-87.92927,14.77478,7.14779,-9.2082,3.40467,13.13369,-0.74298,-7.28693,-13.05439,-1.34448
FNDC3A,66.25369,-2.14566,-3.87936,-1.64102,-1.68685,3.34421,3.04519,-2.11257,2.13423,1.16543
FNDC3B,78.2379,3.94947,11.66994,2.94609,-2.9601,-0.00121,-0.82703,0.29683,0.20791,1.69647
FNDC4,-65.9661,-17.95364,35.32009,-10.71247,-3.28823,4.75079,-3.40469,-5.99026,-5.52081,4.77265
FNDC5,-81.29103,-20.73443,3.88654,-9.51317,3.6149,-9.41839,5.02921,-8.9213,-10.32657,3.34945
FNIP1,47.06155,-1.57952,-1.44434,2.87849,-2.37247,4.60029,-0.77299,0.1897,-0.96255,-0.63309
FNIP2,26.14434,-4.85092,-2.73874,-4.48708,-8.61693,3.31004,4.48349,2.83539,3.71668,0.37946
FNTA,57.27407,-2.13532,-6.49256,0.80886,1.30129,1.19673,-0.24147,-1.29698,0.1598,2.34802
FNTB,8.69679,0.75479,0.67123,2.1999,0.16129,-0.71271,0.77571,3.1536,3.91455,-2.33059
FOCAD,43.85277,-2.53301,-2.69736,-4.34436,0.18604,0.47379,-2.28879,0.96932,4.1857,-1.72381
FOLH1,-151.45891,0.46942,-4.46436,-9.03236,1.01713,-14.90492,-9.11487,18.6819,26.12175,0.10322
FOLR1,-84.19909,36.73684,13.84953,-10.75958,-8.31133,-1.60375,2.1688,6.29427,-12.7564,16.8257
FOPNL,56.76315,0.63648,-3.56508,2.57523,-0.28951,-0.39299,-0.92216,-1.0591,1.12403,-0.2261
FOS,41.88978,20.40027,7.58694,-3.27643,2.35589,4.47056,2.66423,4.54671,1.25015,1.81748
FOSB,3.52306,23.08702,12.07216,4.4084,7.69396,2.32376,1.81528,1.97213,2.47353,-6.41571
FOSL1,35.0882,17.9699,40.76368,27.37481,-15.23084,10.43158,-3.78356,-15.07133,7.97898,-9.38524
FOSL2,73.16471,9.44476,18.02793,3.67867,-4.54613,2.98328,-1.06274,-1.54354,-6.05147,-0.85372
FOXA1,-23.99396,53.45874,2.34641,-18.06837,-2.25706,-16.04696,-14.3654,10.53044,9.52577,3.03031
